,top1,top2,top3,top4,top5,p_celebrity_correct
A-portrait-of-Neil-Degrasse-Tyson_1_0.png,"('Neil Degrasse Tyson', 0.96761405)","('Carl Weathers', 0.010348079)","('Lionel Richie', 0.004764887)","('Ron Perlman', 0.004304064)","('Richard Pryor', 0.003382215)",0.96761405
A-portrait-of-Neil-Degrasse-Tyson_2_0.png,"('Neil Degrasse Tyson', 0.9955264)","('Lionel Richie', 0.001458484)","('Carl Weathers', 0.0011761233)","('Ron Perlman', 0.00052222575)","('George Lopez', 0.00023003113)",0.9955264
A-portrait-of-Neil-Degrasse-Tyson_3_0.png,"('Neil Degrasse Tyson', 0.992027)","('Lionel Richie', 0.0017240652)","('George Lopez', 0.0008473598)","('Carl Weathers', 0.0008333791)","('Rick Rude', 0.00039360148)",0.992027
A-portrait-of-Neil-Degrasse-Tyson_4_0.png,"('Neil Degrasse Tyson', 0.99569327)","('George Lopez', 0.0012572436)","('Rick Rude', 0.00085756014)","('Carl Weathers', 0.00065846177)","('Steve Harvey', 0.00030028014)",0.99569327
A-portrait-of-Neil-Degrasse-Tyson_5_0.png,"('Neil Degrasse Tyson', 0.9910256)","('George Lopez', 0.0048000393)","('Richard Pryor', 0.0013752474)","('Lionel Richie', 0.00066090265)","('Mel Gibson', 0.0005022539)",0.9910256
A-portrait-of-Niall-Horan_1_0.png,"('Niall Horan', 0.9830534)","('Anthony Michael Hall', 0.011615256)","('Aaron Tveit', 0.00063955225)","('Steve Irwin', 0.00054553663)","('Ethan Cutkosky', 0.00044628192)",0.9830534
A-portrait-of-Niall-Horan_2_0.png,"('Niall Horan', 0.9998772)","('James Corden', 2.8950466e-05)","('Ethan Cutkosky', 1.722895e-05)","('Aaron Tveit', 9.625647e-06)","('Zedd', 6.3911166e-06)",0.9998772
A-portrait-of-Niall-Horan_3_0.png,"('Niall Horan', 0.96594787)","('Chord Overstreet', 0.019658016)","('Aaron Tveit', 0.013322887)","('Austin Butler', 0.0002633962)","('Bo Burnham', 0.00017478564)",0.96594787
A-portrait-of-Niall-Horan_4_0.png,"('Niall Horan', 0.99509466)","('Haley Joel Osment', 0.0011133)","('Luke Benward', 0.0006544721)","('Justin Bieber', 0.00051635975)","('Charles Kelley', 0.00030410165)",0.99509466
A-portrait-of-Niall-Horan_5_0.png,"('Niall Horan', 0.99943894)","('Haley Joel Osment', 0.0001525169)","('Aaron Tveit', 4.8697933e-05)","('Steve Irwin', 3.6932997e-05)","('Ethan Cutkosky', 3.607879e-05)",0.99943894
A-portrait-of-Patrick-Stewart_1_0.png,"('Patrick Stewart', 0.9975031)","('Alan Simpson', 0.0007571199)","('Richard Gere', 0.0007019304)","('Bryan Cranston', 0.0004604294)","('Patrick Swayze', 7.424585e-05)",0.9975031
A-portrait-of-Patrick-Stewart_2_0.png,"('Patrick Stewart', 0.9825522)","('Alec Baldwin', 0.01073257)","('Bob Odenkirk', 0.0026056874)","('Richard Gere', 0.0009471445)","('Alan Simpson', 0.0005807918)",0.9825522
A-portrait-of-Patrick-Stewart_3_0.png,"('Patrick Stewart', 0.9369067)","('Richard Gere', 0.034889936)","('Alec Baldwin', 0.005784397)","('Vladimir Putin', 0.0025734997)","('Anjelica Huston', 0.00201498)",0.9369067
A-portrait-of-Patrick-Stewart_4_0.png,"('Patrick Stewart', 0.9995983)","('Bob Odenkirk', 0.00015814077)","('Bryan Cranston', 0.00015527681)","('Alan Simpson', 2.4046223e-05)","('Terry Bradshaw', 1.5251526e-05)",0.9995983
A-portrait-of-Patrick-Stewart_5_0.png,"('Patrick Stewart', 0.99946886)","('Bob Odenkirk', 0.00021125365)","('Anjelica Huston', 0.00012920353)","('Alec Baldwin', 3.520444e-05)","('Alan Simpson', 2.716813e-05)",0.99946886
A-portrait-of-Paul-Rudd_1_0.png,"('Paul Rudd', 0.99153817)","('Rob Delaney', 0.0032159078)","('Kurt Russell', 0.0015319481)","('Jeff Bridges', 0.0013429034)","('Jared Padalecki', 0.0007301224)",0.99153817
A-portrait-of-Paul-Rudd_2_0.png,"('Paul Rudd', 0.99542457)","('Jeff Bridges', 0.002509596)","('Nicholas Brendon', 0.00027758637)","('Kurt Russell', 0.00022188449)","('Sergio Garcia', 0.0001951258)",0.99542457
A-portrait-of-Paul-Rudd_3_0.png,"('Paul Rudd', 0.99004924)","('Nicholas Brendon', 0.0062574977)","('Will Forte', 0.0010376809)","('Rob Delaney', 0.00087565684)","('Kurt Russell', 0.00078207866)",0.99004924
A-portrait-of-Paul-Rudd_4_0.png,"('Paul Rudd', 0.9968741)","('Jeff Bridges', 0.00068183185)","('Dean Ambrose', 0.00034071456)","('Michael Rosenbaum', 0.00029073545)","('Rob Delaney', 0.00016900423)",0.9968741
A-portrait-of-Paul-Rudd_5_0.png,"('Paul Rudd', 0.98415124)","('Jared Padalecki', 0.0027252191)","('Jeff Bridges', 0.0013483649)","('Patrick Swayze', 0.0009588221)","('Bud Spencer', 0.00093392894)",0.98415124
A-portrait-of-Paul-Wesley_1_0.png,"('Paul Wesley', 0.99505407)","('Chris Pine', 0.0013145094)","('Grant Gustin', 0.00082938053)","('Eddie Cahill', 0.0005599424)","('Darren Criss', 0.0003694938)",0.99505407
A-portrait-of-Paul-Wesley_2_0.png,"('Paul Wesley', 0.9867404)","('Eddie Cahill', 0.0016339461)","('Henry Rollins', 0.001580095)","('Chris Pine', 0.0015268896)","('Darren Criss', 0.0013527801)",0.9867404
A-portrait-of-Paul-Wesley_3_0.png,"('Zac Efron', 0.38914987)","('Paul Wesley', 0.35013956)","('Eddie Cahill', 0.116416655)","('Darren Criss', 0.11431246)","('Cameron Boyce', 0.0031827404)",0
A-portrait-of-Paul-Wesley_4_0.png,"('Paul Wesley', 0.9374987)","('Chris Pine', 0.05325996)","('Jack Black', 0.001996699)","('Darren Criss', 0.0017721162)","('Wes Bentley', 0.0009149395)",0.9374987
A-portrait-of-Paul-Wesley_5_0.png,"('Paul Wesley', 0.99051744)","('Chris Pine', 0.004070223)","('Darren Criss', 0.0018384901)","('Eddie Cahill', 0.0010928697)","('Zac Efron', 0.0006732518)",0.99051744
A-portrait-of-Pierce-Brosnan_1_0.png,"('Pierce Brosnan', 0.93984634)","('Eugene Levy', 0.030052057)","('Burt Reynolds', 0.021955336)","('Sean Connery', 0.0013919871)","('Rob Riggle', 0.0011526044)",0.93984634
A-portrait-of-Pierce-Brosnan_2_0.png,"('Pierce Brosnan', 0.9994106)","('Benedict Cumberbatch', 0.00025675446)","('Richard Gere', 8.914026e-05)","('David Beckham', 3.1029816e-05)","('Alan Simpson', 2.4925028e-05)",0.9994106
A-portrait-of-Pierce-Brosnan_3_0.png,"('Pierce Brosnan', 0.9973414)","('Burt Reynolds', 0.0011826211)","('Scott Bakula', 0.00041302)","('Eugene Levy', 0.00027186717)","('Rob Delaney', 0.00024599597)",0.9973414
A-portrait-of-Pierce-Brosnan_4_0.png,"('Pierce Brosnan', 0.9890031)","('James Garner', 0.0029749991)","('Benedict Cumberbatch', 0.0022618468)","('Eugene Levy', 0.0013640596)","('Scott Bakula', 0.00047459287)",0.9890031
A-portrait-of-Pierce-Brosnan_5_0.png,"('Pierce Brosnan', 0.8281227)","('Burt Reynolds', 0.16323943)","('James Garner', 0.0058734333)","('Scott Foley', 0.001002876)","('Sean Connery', 0.00019634467)",0.8281227
A-portrait-of-Prince_1_0.png,"('Prince', 0.93780965)","('Michael Jackson', 0.015173309)","('Rick James', 0.014026327)","('Ike Turner', 0.0073268022)","('Arsenio Hall', 0.0043998286)",0.93780965
A-portrait-of-Prince_2_0.png,"('Ludacris', 0.32549685)","('Prince', 0.18998414)","('Tom Jones', 0.14495459)","('Anthony Kiedis', 0.05904256)","('Ike Turner', 0.04551912)",0
A-portrait-of-Prince_3_0.png,"('Prince', 0.6755857)","('Mike Epps', 0.09335632)","('Martin Lawrence', 0.050036795)","('Snoop Dogg', 0.016615752)","('Erykah Badu', 0.012181063)",0.6755857
A-portrait-of-Prince_4_0.png,"('Prince', 0.73656046)","('Lionel Richie', 0.22479941)","('Jermaine Jackson', 0.0110003585)","('Adam Rodriguez', 0.00692015)","('Ll Cool J', 0.0018122166)",0.73656046
A-portrait-of-Prince_5_0.png,"('Mike Epps', 0.846849)","('Prince', 0.044878017)","('Snoop Dogg', 0.011712625)","('Marvin Gaye', 0.009244168)","('Erykah Badu', 0.008364451)",0
A-portrait-of-Queen-Elizabeth_1_0.png,"('Robert Mitchum', 0.25753233)","('Olivia De Havilland', 0.17054135)","('Rachel Dratch', 0.06250872)","('Theresa May', 0.050473835)","('John Terry', 0.034462634)",0
A-portrait-of-Queen-Elizabeth_2_0.png,"('Queen Elizabeth', 0.40250245)","('Theresa May', 0.24644546)","('Joan Crawford', 0.120182514)","('Kieran Culkin', 0.038949218)","('Arsenio Hall', 0.024669105)",0.40250245
A-portrait-of-Queen-Elizabeth_3_0.png,"('Theresa May', 0.48664322)","('Tallulah Bankhead', 0.19565533)","('Robert Mitchum', 0.10993926)","('Claude Rains', 0.04873684)","('Mac Miller', 0.018171327)",0
A-portrait-of-Queen-Elizabeth_4_0.png,"('Rosalind Russell', 0.5331755)","('Joan Crawford', 0.09990507)","('Bette Davis', 0.09373577)","('Theresa May', 0.051126327)","('Joan Cusack', 0.03602903)",0
A-portrait-of-Queen-Elizabeth_5_0.png,"('Barbara Stanwyck', 0.7199683)","('Blake Lively', 0.075297594)","('Greta Garbo', 0.059261937)","('Hayley Williams', 0.029466666)","('Kristin Davis', 0.016818734)",0
A-portrait-of-Rachel-Dratch_1_0.png,"('Rachel Dratch', 0.9966827)","('Susan Sarandon', 0.0008270748)","('Annie Potts', 0.00049888814)","('Kristen Schaal', 0.00015630957)","('Omar Epps', 0.00014175093)",0.9966827
A-portrait-of-Rachel-Dratch_2_0.png,"('Rachel Dratch', 0.9982323)","('Jodie Foster', 0.00027558446)","('Annie Potts', 0.00024154375)","('Susan Sarandon', 0.0002370877)","('Judd Nelson', 0.00010927954)",0.9982323
A-portrait-of-Rachel-Dratch_3_0.png,"('Kristen Schaal', 0.91327727)","('Rachel Dratch', 0.084535375)","('Annie Potts', 0.0005734057)","('Joan Blondell', 0.00027038486)","('Liza Koshy', 0.00024750605)",0
A-portrait-of-Rachel-Dratch_4_0.png,"('Rachel Dratch', 0.9968816)","('Sasha Alexander', 0.00041356334)","('Jodie Foster', 0.00039470318)","('Anjelica Huston', 0.00019721714)","('Alyson Hannigan', 0.00019001891)",0.9968816
A-portrait-of-Rachel-Dratch_5_0.png,"('Rachel Dratch', 0.9973383)","('Krysten Ritter', 0.0004364103)","('Bette Davis', 0.00038055744)","('Annie Potts', 0.00035077689)","('Susan Sarandon', 0.0003466221)",0.9973383
A-portrait-of-Rachel-Mcadams_1_0.png,"('Rachel Mcadams', 0.9975682)","('Reese Witherspoon', 0.0005123875)","('Rosie Perez', 0.00046519726)","('Debi Mazar', 0.00019372973)","('Jennifer Garner', 0.00017766384)",0.9975682
A-portrait-of-Rachel-Mcadams_2_0.png,"('Rachel Mcadams', 0.99904305)","('Rashida Jones', 0.00045091307)","('Rachel Boston', 0.00013737183)","('Rosie Perez', 0.00012223475)","('Debi Mazar', 5.525991e-05)",0.99904305
A-portrait-of-Rachel-Mcadams_3_0.png,"('Rachel Mcadams', 0.65774304)","('Melissa Fumero', 0.1169268)","('Ellen Muth', 0.039767317)","('Monica Raymund', 0.030854665)","('Michelle Rodriguez', 0.022971088)",0.65774304
A-portrait-of-Rachel-Mcadams_4_0.png,"('Rachel Mcadams', 0.9979748)","('Ellen Muth', 0.00038515902)","('Rosie Perez', 0.00033983713)","('Rachel Boston', 0.0003397749)","('Caity Lotz', 0.00016692988)",0.9979748
A-portrait-of-Rachel-Mcadams_5_0.png,"('Rachel Mcadams', 0.99976987)","('Caity Lotz', 4.3222317e-05)","('Rachel Boston', 1.8452074e-05)","('Dakota Johnson', 1.5477597e-05)","('Jennifer Garner', 1.3812969e-05)",0.99976987
A-portrait-of-Reba-Mcentire_1_0.png,"('Reba Mcentire', 0.9998833)","('Barbara Eden', 5.5304172e-05)","('Shirley Maclaine', 1.8950297e-05)","('Bette Midler', 1.3978377e-05)","('Kathy Griffin', 6.067991e-06)",0.9998833
A-portrait-of-Reba-Mcentire_2_0.png,"('Reba Mcentire', 0.9976659)","('Moria Casan', 0.0008693629)","('Mary Tyler Moore', 0.00044730958)","('Melanie Griffith', 0.00034032474)","('Kathy Griffin', 0.00032610097)",0.9976659
A-portrait-of-Reba-Mcentire_3_0.png,"('Reba Mcentire', 0.99913293)","('Barbara Eden', 0.00044034395)","('Melanie Griffith', 0.00026120013)","('Mary Tyler Moore', 4.7665522e-05)","('Kathie Lee Gifford', 2.126952e-05)",0.99913293
A-portrait-of-Reba-Mcentire_4_0.png,"('Reba Mcentire', 0.9989126)","('Melanie Griffith', 0.0008919552)","('Barbara Eden', 4.9880433e-05)","('Shirley Maclaine', 2.2770511e-05)","('Mariah Carey', 1.6874355e-05)",0.9989126
A-portrait-of-Reba-Mcentire_5_0.png,"('Reba Mcentire', 0.99945277)","('Mariah Carey', 0.0002910045)","('Melanie Griffith', 0.00020104765)","('Barbara Eden', 2.8917211e-05)","('Bette Midler', 4.5823585e-06)",0.99945277
A-portrait-of-Robert-De-Niro_1_0.png,"('Robert De Niro', 0.97651345)","('Martin Scorsese', 0.004423672)","('Sean Connery', 0.004159668)","('Eugene Levy', 0.0040440224)","('Fred Rogers', 0.0013561639)",0.97651345
A-portrait-of-Robert-De-Niro_2_0.png,"('Robert De Niro', 0.99508286)","('Robert Vaughn', 0.0029821296)","('Gregory Peck', 0.0005644338)","('Claude Rains', 0.00019161799)","('Johnny Cash', 0.00016788283)",0.99508286
A-portrait-of-Robert-De-Niro_3_0.png,"('Robert De Niro', 0.6512551)","('Steve Carell', 0.27094033)","('Sam Elliott', 0.016564675)","('Luke Wilson', 0.0072650323)","('Kendall Schmidt', 0.006031729)",0.6512551
A-portrait-of-Robert-De-Niro_4_0.png,"('Robert De Niro', 0.9994378)","('Robert Vaughn', 0.00013387225)","('Dennis Hopper', 6.957366e-05)","('Sean Penn', 3.707514e-05)","('Leslie Nielsen', 3.553851e-05)",0.9994378
A-portrait-of-Robert-De-Niro_5_0.png,"('Robert De Niro', 0.9866572)","('Montgomery Clift', 0.002745948)","('Gary Cooper', 0.0023069303)","('Leslie Nielsen', 0.0011681782)","('Buster Keaton', 0.000969228)",0.9866572
A-sketch-of-Aaron-Paul_1_0.png,"('Aaron Paul', 0.9994987)","('Clark Gregg', 0.0003732377)","('Will Forte', 5.403947e-05)","('Dom Deluise', 1.659066e-05)","('Dove Cameron', 1.5237837e-05)",0.9994987
A-sketch-of-Aaron-Paul_2_0.png,"('Aaron Paul', 0.9942307)","('John Cusack', 0.0012234105)","('Jake Johnson', 0.00038475433)","('Paul Scheer', 0.0002131533)","('Austin Basis', 0.00020505088)",0.9942307
A-sketch-of-Aaron-Paul_3_0.png,"('Aaron Paul', 0.9510487)","('Nicolas Cage', 0.0342507)","('Harry Kane', 0.004031062)","('Ryan Gosling', 0.002590456)","('Charles Kelley', 0.0011459388)",0.9510487
A-sketch-of-Aaron-Paul_4_0.png,"('Aaron Paul', 0.99945277)","('Stanley Tucci', 0.0002056635)","('Paul Scheer', 3.9572173e-05)","('Clark Gregg', 2.6940954e-05)","('Melissa Fumero', 2.3076147e-05)",0.99945277
A-sketch-of-Aaron-Paul_5_0.png,"('Aaron Paul', 0.9875797)","('Austin Basis', 0.004362202)","('John Cusack', 0.0012491017)","('Josh Groban', 0.0012190277)","('Tony Hale', 0.00090150395)",0.9875797
A-sketch-of-Alec-Baldwin_1_0.png,"('Alec Baldwin', 0.9564814)","('Alan Simpson', 0.020788861)","('Bruce Springsteen', 0.007495654)","('Bob Odenkirk', 0.0032723546)","('Richard Gere', 0.0030580107)",0.9564814
A-sketch-of-Alec-Baldwin_2_0.png,"('Alec Baldwin', 0.9905978)","('Richard Gere', 0.008311883)","('Daniel Baldwin', 0.0005732836)","('Pierce Brosnan', 0.00032671195)","('Fred Rogers', 6.436157e-05)",0.9905978
A-sketch-of-Alec-Baldwin_3_0.png,"('Alec Baldwin', 0.9915712)","('Richard Gere', 0.0051674754)","('Daniel Baldwin', 0.0015669644)","('Dustin Hoffman', 0.0005263676)","('Luke Wilson', 0.00012617916)",0.9915712
A-sketch-of-Alec-Baldwin_4_0.png,"('Alec Baldwin', 0.9999542)","('Richard Gere', 1.0456272e-05)","('Fred Rogers', 8.230322e-06)","('Tony Bennett', 8.176668e-06)","('Daniel Baldwin', 3.221928e-06)",0.9999542
A-sketch-of-Alec-Baldwin_5_0.png,"('Alec Baldwin', 0.9943018)","('Richard Gere', 0.0032300607)","('Daniel Baldwin', 0.0009182734)","('Fred Rogers', 0.0006542408)","('Errol Flynn', 0.00020215545)",0.9943018
A-sketch-of-Amanda-Seyfried_1_0.png,"('Amanda Seyfried', 0.97753847)","('Amanda Plummer', 0.020733504)","('Jaime King', 0.00040828655)","('Rose Mcgowan', 0.0003881127)","('Jeri Ryan', 0.00019862823)",0.97753847
A-sketch-of-Amanda-Seyfried_2_0.png,"('Amanda Seyfried', 0.9861712)","('Amanda Plummer', 0.012852716)","('Dakota Fanning', 0.00033168314)","('Kat Dennings', 0.00012607643)","('Deborah Ann Woll', 8.8046596e-05)",0.9861712
A-sketch-of-Amanda-Seyfried_3_0.png,"('Amanda Seyfried', 0.97259814)","('Amanda Plummer', 0.0050050975)","('Rebecca Gayheart', 0.004189292)","('Dakota Fanning', 0.0032763279)","('Katie Cassidy', 0.0030014794)",0.97259814
A-sketch-of-Amanda-Seyfried_4_0.png,"('Amanda Seyfried', 0.97146106)","('Dakota Fanning', 0.017507458)","('Amanda Plummer', 0.00964956)","('Amber Benson', 0.0004479199)","('Sarah Hyland', 0.00027273918)",0.97146106
A-sketch-of-Amanda-Seyfried_5_0.png,"('Amanda Seyfried', 0.998201)","('Amanda Plummer', 0.0015195691)","('Dakota Fanning', 0.00015869996)","('Rebecca Gayheart', 1.965784e-05)","('Jaime King', 1.7452661e-05)",0.998201
A-sketch-of-Amy-Poehler_1_0.png,"('Amy Poehler', 0.999951)","('Alicia Silverstone', 1.812893e-05)","('Michele Morgan', 1.24621965e-05)","('Reese Witherspoon', 3.039653e-06)","('Sharon Gless', 2.8098552e-06)",0.999951
A-sketch-of-Amy-Poehler_2_0.png,"('Amy Poehler', 0.9437199)","('Elisabeth Moss', 0.0125427665)","('Molly Shannon', 0.00908695)","('Katy Mixon', 0.003525092)","('Rachel Boston', 0.002851523)",0.9437199
A-sketch-of-Amy-Poehler_3_0.png,"('Amy Poehler', 0.99446917)","('Eileen Davidson', 0.002510619)","('Michele Morgan', 0.0005611374)","('Mindy Kaling', 0.0004373553)","('Meg Ryan', 0.00042408973)",0.99446917
A-sketch-of-Amy-Poehler_4_0.png,"('Amy Poehler', 0.99933237)","('Alan Alda', 5.3468113e-05)","('Theresa May', 4.991044e-05)","('Kirstie Alley', 4.8106045e-05)","('Anna Faris', 4.777408e-05)",0.99933237
A-sketch-of-Amy-Poehler_5_0.png,"('Amy Poehler', 0.9949702)","('Alicia Silverstone', 0.0010251564)","('Kirstie Alley', 0.0007193709)","('Dave Coulier', 0.00038421593)","('Helen Hunt', 0.000337808)",0.9949702
A-sketch-of-Amy-Schumer_1_0.png,"('Amy Schumer', 0.99815184)","('Kelly Clarkson', 0.0012987109)","('Gordon Ramsey', 0.00029114506)","('Louie Anderson', 7.1247116e-05)","('Gabourey Sidibe', 3.8428047e-05)",0.99815184
A-sketch-of-Amy-Schumer_2_0.png,"('Amy Schumer', 0.9988243)","('Kelly Clarkson', 0.00089756004)","('Linda Blair', 0.00014948352)","('Melissa Mccarthy', 2.643291e-05)","('Gabourey Sidibe', 1.6830583e-05)",0.9988243
A-sketch-of-Amy-Schumer_3_0.png,"('Amy Schumer', 0.985002)","('Kelly Clarkson', 0.008605567)","('Linda Blair', 0.0038341477)","('Kathleen Turner', 0.0011090786)","('Carrie Fisher', 0.00042374933)",0.985002
A-sketch-of-Amy-Schumer_4_0.png,"('Amy Schumer', 0.99628264)","('Kelly Clarkson', 0.0026387456)","('James Corden', 0.0007840555)","('Louie Anderson', 0.000112980626)","('Gabourey Sidibe', 6.122508e-05)",0.99628264
A-sketch-of-Amy-Schumer_5_0.png,"('Amy Schumer', 0.9982121)","('Kelly Clarkson', 0.0009652741)","('Gabourey Sidibe', 0.0004685422)","('Kathleen Turner', 0.00010621352)","('Melissa Mccarthy', 5.4733926e-05)",0.9982121
A-sketch-of-Amy-Winehouse_1_0.png,"('Amy Winehouse', 0.9105137)","('Alaska Thunderfuck', 0.0629431)","('Ike Turner', 0.004712996)","('Joan Crawford', 0.0036175894)","('Julie Newmar', 0.0033381155)",0.9105137
A-sketch-of-Amy-Winehouse_2_0.png,"('Amy Winehouse', 0.9889197)","('Lady Gaga', 0.002364046)","('Ike Turner', 0.00090069417)","('Charlie Puth', 0.0008925734)","('Bianca Del Rio', 0.0007638394)",0.9889197
A-sketch-of-Amy-Winehouse_3_0.png,"('Amy Winehouse', 0.99895406)","('Adore Delano', 0.00024548042)","('Andy Samberg', 0.00022782198)","('Ike Turner', 6.6752335e-05)","('Prince', 4.9336162e-05)",0.99895406
A-sketch-of-Amy-Winehouse_4_0.png,"('Amy Winehouse', 0.99608946)","('Alaska Thunderfuck', 0.0026373083)","('Angela Raiola', 0.0009895021)","('Ike Turner', 0.00010047158)","('Sade', 2.7055e-05)",0.99608946
A-sketch-of-Amy-Winehouse_5_0.png,"('Alaska Thunderfuck', 0.3249004)","('Amy Winehouse', 0.30616838)","('Joan Crawford', 0.17578016)","('Anjelica Huston', 0.13111024)","('Sophia Loren', 0.011614986)",0
A-sketch-of-Andy-Samberg_1_0.png,"('Andy Samberg', 0.62945354)","('Jeff Goldblum', 0.30112755)","('Michael Cera', 0.0297111)","('Nick Kroll', 0.01286317)","('Anders Holm', 0.0044435277)",0.62945354
A-sketch-of-Andy-Samberg_2_0.png,"('Andy Samberg', 0.99694306)","('Jeff Goldblum', 0.001508989)","('Spike Jonze', 0.00061643834)","('Adrien Brody', 0.00031598742)","('Scott Aukerman', 8.367358e-05)",0.99694306
A-sketch-of-Andy-Samberg_3_0.png,"('Andy Samberg', 0.5923296)","('Jeff Goldblum', 0.3127642)","('Elijah Wood', 0.015265392)","('Buddy Holly', 0.0141412495)","('Matthew Broderick', 0.0051200143)",0.5923296
A-sketch-of-Andy-Samberg_4_0.png,"('Andy Samberg', 0.984519)","('Bob Dylan', 0.005549222)","('Ben Schwartz', 0.0034002655)","('Jeff Goldblum', 0.0014932466)","('David Luiz', 0.0006023265)",0.984519
A-sketch-of-Andy-Samberg_5_0.png,"('Adrien Brody', 0.634564)","('Andy Samberg', 0.13682231)","('Spike Jonze', 0.13431561)","('Bob Saget', 0.032874674)","('Jeff Goldblum', 0.008575928)",0
A-sketch-of-Aretha-Franklin_1_0.png,"('Aretha Franklin', 0.9998568)","('Kristen Schaal', 8.1018756e-05)","('Jodie Sweetin', 2.4750172e-05)","('Ruthie Ann Miles', 5.3295666e-06)","('Ray Romano', 4.2572374e-06)",0.9998568
A-sketch-of-Aretha-Franklin_2_0.png,"('Aretha Franklin', 0.99238306)","('Ella Fitzgerald', 0.007504779)","('Bette Midler', 8.581497e-05)","('Celia Cruz', 4.1886724e-06)","('Gabourey Sidibe', 2.9021612e-06)",0.99238306
A-sketch-of-Aretha-Franklin_3_0.png,"('Aretha Franklin', 0.4317378)","('Missy Elliott', 0.2298433)","('Celia Cruz', 0.14930509)","('Wanda Sykes', 0.10911088)","('Momma Dee', 0.027411258)",0.4317378
A-sketch-of-Aretha-Franklin_4_0.png,"('Aretha Franklin', 0.9999192)","('Celia Cruz', 3.0731062e-05)","('Erica Campbell', 8.816999e-06)","('Wanda Sykes', 6.4954966e-06)","('Muddy Waters', 6.1223323e-06)",0.9999192
A-sketch-of-Aretha-Franklin_5_0.png,"('Aretha Franklin', 0.99107367)","('Marilyn Manson', 0.0040337625)","('Toni Braxton', 0.0016710609)","('Erica Campbell', 0.0011706272)","('Park Jimin', 0.000438997)",0.99107367
A-sketch-of-Avril-Lavigne_1_0.png,"('Avril Lavigne', 0.9540065)","('Cheryl Hines', 0.010496824)","('Jennifer Love Hewitt', 0.0070867413)","('Mary Mccormack', 0.006724011)","('Faith Ford', 0.0038144663)",0.9540065
A-sketch-of-Avril-Lavigne_2_0.png,"('Avril Lavigne', 0.9969163)","('Elizabeth Marvel', 0.00050448865)","('Aaron Tveit', 0.00035264355)","('Elizabeth Olsen', 0.00031347483)","('Elizabeth Montgomery', 0.00023965849)",0.9969163
A-sketch-of-Avril-Lavigne_3_0.png,"('Avril Lavigne', 0.44108135)","('Elizabeth Olsen', 0.2456594)","('Taylor Momsen', 0.17329456)","('Elizabeth Marvel', 0.018229228)","('Gianna Michaels', 0.01689329)",0.44108135
A-sketch-of-Avril-Lavigne_4_0.png,"('Christina Applegate', 0.58310026)","('Avril Lavigne', 0.15205713)","('Gwyneth Paltrow', 0.097658135)","('Amy Schumer', 0.07555221)","('Kirsten Dunst', 0.04192488)",0
A-sketch-of-Avril-Lavigne_5_0.png,"('Avril Lavigne', 0.9938444)","('Elizabeth Montgomery', 0.004443988)","('Ashley Benson', 0.0003505208)","('Claire Julien', 0.00017725471)","('Julie Bowen', 0.00016701508)",0.9938444
A-sketch-of-Aziz-Ansari_1_0.png,"('Aziz Ansari', 0.99944705)","('Teddy Riley', 0.00023389648)","('Jason Mantzoukas', 6.2712876e-05)","('Rob Benedict', 5.591785e-05)","('Justin Baldoni', 3.0867668e-05)",0.99944705
A-sketch-of-Aziz-Ansari_2_0.png,"('Aziz Ansari', 0.94431865)","('Big Sean', 0.018860407)","('Hasan Minhaj', 0.015658733)","('Oscar Isaac', 0.009047778)","('Harry Belafonte', 0.002085079)",0.94431865
A-sketch-of-Aziz-Ansari_3_0.png,"('Aziz Ansari', 0.9988721)","('Hasan Minhaj', 0.00038621848)","('Enrique Iglesias', 0.00017866473)","('Steve Carell', 0.00012110974)","('Oscar Isaac', 5.3903143e-05)",0.9988721
A-sketch-of-Aziz-Ansari_4_0.png,"('Aziz Ansari', 0.9332243)","('Hasan Minhaj', 0.060904093)","('Mike Epps', 0.00452057)","('Jake Johnson', 0.0001745935)","('Lady Gaga', 0.00013679673)",0.9332243
A-sketch-of-Aziz-Ansari_5_0.png,"('Aziz Ansari', 0.995906)","('Oscar Isaac', 0.0025543193)","('Victoria Justice', 0.00032023725)","('Dj Khaled', 0.00024643948)","('Ringo Starr', 9.7831755e-05)",0.995906
A-sketch-of-Barry-Manilow_1_0.png,"('Barry Manilow', 0.28920946)","('Liam Gallagher', 0.1475258)","('Maya Rudolph', 0.09115441)","('Jodi Benson', 0.045596093)","('Elizabeth Taylor', 0.044512644)",0.28920946
A-sketch-of-Barry-Manilow_2_0.png,"('Barry Manilow', 0.9285506)","('Paul Mccartney', 0.019682946)","('Jasmine Guy', 0.01113739)","('Judd Nelson', 0.009967785)","('Maya Rudolph', 0.008808888)",0.9285506
A-sketch-of-Barry-Manilow_3_0.png,"('Harry Dean Stanton', 0.70031995)","('Barry Manilow', 0.060671803)","('Rod Stewart', 0.048781488)","('Liam Gallagher', 0.03135107)","('Barbara Stanwyck', 0.028732508)",0
A-sketch-of-Barry-Manilow_4_0.png,"('Barry Manilow', 0.42712998)","('Rachel Dratch', 0.16969879)","('Lena Horne', 0.13073984)","('Melissa Etheridge', 0.067776054)","('Bob Dylan', 0.018694777)",0.42712998
A-sketch-of-Barry-Manilow_5_0.png,"('Barry Manilow', 0.5095664)","('Liam Gallagher', 0.11432353)","('Paul Mccartney', 0.090822145)","('Adrien Brody', 0.056654945)","('Ben Stein', 0.022008935)",0.5095664
